seed,episodes,selector,avg_total_penalty,avg_regret,avg_switch_cost
5,40,Cluster ISAC,0.07484538051834347,0.06128288051834348,0.013562499999999986
5,40,DGCAC-inspired,0.06458866127638954,0.05840116127638954,0.006187500000000004
5,40,Privileged Classifier,0.08393925812456647,0.07081425812456647,0.013124999999999994
5,40,Regressor,0.07505827845232813,0.061308278452328134,0.013749999999999981
5,40,MLP Selector,0.07878095706631058,0.0651559570663106,0.013624999999999984
5,40,Temporal MoE,0.15917411774825355,0.13511161774825378,0.02406249999999976
5,40,Temporal Soft Cluster ISAC,0.06681297394923089,0.06031297394923087,0.006500000000000004
5,80,Oracle,0.0,0.0,0.0
5,80,Global Best,0.09099995559529311,0.09099995559529311,0.0
5,80,Random,0.271417434324936,0.2366674343249366,0.0347499999999994
5,80,Cluster ISAC,0.0711099349906474,0.058172434990647524,0.012937499999999862
5,80,DGCAC-inspired,0.08478281764508167,0.0773453176450817,0.007437499999999979
5,80,Privileged Classifier,0.08690885313733994,0.07334635313734009,0.013562499999999849
5,80,Regressor,0.07408018187625891,0.060423931876259065,0.013656249999999847
5,80,MLP Selector,0.06919358087414369,0.05550608087414384,0.013687499999999847
5,80,Temporal MoE,0.1756832266148273,0.15271447661482765,0.02296874999999965
5,80,Temporal Soft Cluster ISAC,0.07017206439600751,0.06329706439600752,0.0068749999999999905
5,120,Oracle,0.0,0.0,0.0
5,120,Global Best,0.08945403007030142,0.08945403007030142,0.0
5,120,Random,0.4323424808152619,0.39836331414859577,0.033979166666666144
5,120,Cluster ISAC,0.07395660171550965,0.06135243504884317,0.012604166666666491
5,120,DGCAC-inspired,0.06973885531896004,0.0629263553189601,0.006812499999999946
5,120,Privileged Classifier,0.0852908455738596,0.07183251224052646,0.013458333333333138
5,120,Regressor,0.07442009762196748,0.06079509762196767,0.013624999999999802
5,120,MLP Selector,0.07439103951683973,0.060807706183506595,0.013583333333333137
5,120,Temporal MoE,0.1763315103884499,0.15406067705511697,0.022270833333332952
5,120,Temporal Soft Cluster ISAC,0.06894383653563006,0.06171466986896346,0.007229166666666604
5,160,Oracle,0.0,0.0,0.0
5,160,Global Best,0.08788921677272463,0.08788921677272463,0.0
5,160,Random,0.3605404062273837,0.3261029062273827,0.03443750000000101
5,160,Cluster ISAC,0.07167938802559845,0.059445013025598646,0.012234374999999808
5,160,DGCAC-inspired,0.07828768418040494,0.07253768418040499,0.005749999999999946
5,160,Privileged Classifier,0.08321823532007296,0.07110886032007314,0.012109374999999811
5,160,Regressor,0.07521802806724484,0.06109302806724508,0.014124999999999768
5,160,MLP Selector,0.07295114947669644,0.06032614947669664,0.0126249999999998
5,160,Temporal MoE,0.1831828593898071,0.1612609843898075,0.0219218749999996
